Open,Store,DayOfWeek,Promo,Year,Month,Day,Sales
1,647,3,0,2013,1,2,5238
1,646,3,0,2013,1,2,5389
1,645,3,0,2013,1,2,10950
1,644,3,0,2013,1,2,8756
1,643,3,0,2013,1,2,8213
1,642,3,0,2013,1,2,3713
1,641,3,0,2013,1,2,5337
1,640,3,0,2013,1,2,10469
1,639,3,0,2013,1,2,4461
1,638,3,0,2013,1,2,4591
1,637,3,0,2013,1,2,7643
1,636,3,0,2013,1,2,3280
1,635,3,0,2013,1,2,4888
1,634,3,0,2013,1,2,6058
1,633,3,0,2013,1,2,6505
1,632,3,0,2013,1,2,6239
1,631,3,0,2013,1,2,4340
1,630,3,0,2013,1,2,6700
1,629,3,0,2013,1,2,7774
1,628,3,0,2013,1,2,6507
1,627,3,0,2013,1,2,5006
1,626,3,0,2013,1,2,8161
1,625,3,0,2013,1,2,5504
1,624,3,0,2013,1,2,6513
1,623,3,0,2013,1,2,5700
1,622,3,0,2013,1,2,4080
1,621,3,0,2013,1,2,5274
1,620,3,0,2013,1,2,6671
1,619,3,0,2013,1,2,3781
1,618,3,0,2013,1,2,5431
1,617,3,0,2013,1,2,5780
1,616,3,0,2013,1,2,8166
1,615,3,0,2013,1,2,9979
1,614,3,0,2013,1,2,6445
1,613,3,0,2013,1,2,6344
1,612,3,0,2013,1,2,4014
1,611,3,0,2013,1,2,4935
1,610,3,0,2013,1,2,3540
1,609,3,0,2013,1,2,4463
1,608,3,0,2013,1,2,7073
1,607,3,0,2013,1,2,2820
1,606,3,0,2013,1,2,6059
1,605,3,0,2013,1,2,5253
1,604,3,0,2013,1,2,7654
1,603,3,0,2013,1,2,5648
1,602,3,0,2013,1,2,6030
1,601,3,0,2013,1,2,3321
1,600,3,0,2013,1,2,5605
1,599,3,0,2013,1,2,8527
1,598,3,0,2013,1,2,5179
1,597,3,0,2013,1,2,4249
1,596,3,0,2013,1,2,4387
1,595,3,0,2013,1,2,15890
1,594,3,0,2013,1,2,4129
1,593,3,0,2013,1,2,10059
1,592,3,0,2013,1,2,4216
1,591,3,0,2013,1,2,5687
1,590,3,0,2013,1,2,4183
1,589,3,0,2013,1,2,1758
1,588,3,0,2013,1,2,5747
1,587,3,0,2013,1,2,8977
1,586,3,0,2013,1,2,14019
1,585,3,0,2013,1,2,6078
1,584,3,0,2013,1,2,3874
1,583,3,0,2013,1,2,4442
1,582,3,0,2013,1,2,7083
1,581,3,0,2013,1,2,4648
1,580,3,0,2013,1,2,11952
1,579,3,0,2013,1,2,7042
1,578,3,0,2013,1,2,7966
1,577,3,0,2013,1,2,4324
1,576,3,0,2013,1,2,5493
1,575,3,0,2013,1,2,3253
1,574,3,0,2013,1,2,8446
1,573,3,0,2013,1,2,3827
1,572,3,0,2013,1,2,5089
1,571,3,0,2013,1,2,6087
1,570,3,0,2013,1,2,4658
1,569,3,0,2013,1,2,5313
1,568,3,0,2013,1,2,3318
1,567,3,0,2013,1,2,4888
1,566,3,0,2013,1,2,4194
1,565,3,0,2013,1,2,5856
1,564,3,0,2013,1,2,4897
1,563,3,0,2013,1,2,5610
1,562,3,0,2013,1,2,15472
1,561,3,0,2013,1,2,6728
1,560,3,0,2013,1,2,7066
1,559,3,0,2013,1,2,5683
1,558,3,0,2013,1,2,2463
1,557,3,0,2013,1,2,3395
1,556,3,0,2013,1,2,6132
1,555,3,0,2013,1,2,4196
1,554,3,0,2013,1,2,3783
1,553,3,0,2013,1,2,5855
1,552,3,0,2013,1,2,5702
1,551,3,0,2013,1,2,6576
1,550,3,0,2013,1,2,4301
1,549,3,0,2013,1,2,3530
1,548,3,0,2013,1,2,3961
1,547,3,0,2013,1,2,6083
1,546,3,0,2013,1,2,13451
1,545,3,0,2013,1,2,9699
1,544,3,0,2013,1,2,11694
1,543,3,0,2013,1,2,2169
1,542,3,0,2013,1,2,5496
1,541,3,0,2013,1,2,6303
1,540,3,0,2013,1,2,3209
1,539,3,0,2013,1,2,12242
1,538,3,0,2013,1,2,3565
1,537,3,0,2013,1,2,3925
1,536,3,0,2013,1,2,8084
1,535,3,0,2013,1,2,7008
1,534,3,0,2013,1,2,4597
1,533,3,0,2013,1,2,8160
1,532,3,0,2013,1,2,10278
1,531,3,0,2013,1,2,5060
1,530,3,0,2013,1,2,3820
1,529,3,0,2013,1,2,6357
1,528,3,0,2013,1,2,8212
1,527,3,0,2013,1,2,10246
1,526,3,0,2013,1,2,10084
1,525,3,0,2013,1,2,10422
1,524,3,0,2013,1,2,7909
1,523,3,0,2013,1,2,20493
1,522,3,0,2013,1,2,6303
1,521,3,0,2013,1,2,4602
1,520,3,0,2013,1,2,3882
1,519,3,0,2013,1,2,4484
1,518,3,0,2013,1,2,3818
1,517,3,0,2013,1,2,3584
1,516,3,0,2013,1,2,4053
1,515,3,0,2013,1,2,6954
1,514,3,0,2013,1,2,4167
1,513,3,0,2013,1,2,20445
1,512,3,0,2013,1,2,2743
1,511,3,0,2013,1,2,5541
1,510,3,0,2013,1,2,7542
1,509,3,0,2013,1,2,5276
1,508,3,0,2013,1,2,4705
1,507,3,0,2013,1,2,6088
1,506,3,0,2013,1,2,6872
1,505,3,0,2013,1,2,3984
1,504,3,0,2013,1,2,6688
1,503,3,0,2013,1,2,5279
1,502,3,0,2013,1,2,9543
1,501,3,0,2013,1,2,6534
1,500,3,0,2013,1,2,3663
1,499,3,0,2013,1,2,4386
1,498,3,0,2013,1,2,7058
1,497,3,0,2013,1,2,8887
1,496,3,0,2013,1,2,7426
1,495,3,0,2013,1,2,2899
1,494,3,0,2013,1,2,6300
1,493,3,0,2013,1,2,5324
1,492,3,0,2013,1,2,7977
1,491,3,0,2013,1,2,4774
1,490,3,0,2013,1,2,8293
1,489,3,0,2013,1,2,4910
1,488,3,0,2013,1,2,3167
1,487,3,0,2013,1,2,4428
1,486,3,0,2013,1,2,4023
1,485,3,0,2013,1,2,3514
1,484,3,0,2013,1,2,5753
1,483,3,0,2013,1,2,3941
1,482,3,0,2013,1,2,8458
1,481,3,0,2013,1,2,3559
1,480,3,0,2013,1,2,4827
1,479,3,0,2013,1,2,11234
1,478,3,0,2013,1,2,7702
1,477,3,0,2013,1,2,5479
1,476,3,0,2013,1,2,5701
1,475,3,0,2013,1,2,6221
1,474,3,0,2013,1,2,7402
1,473,3,0,2013,1,2,3682
1,472,3,0,2013,1,2,5166
1,471,3,0,2013,1,2,6115
1,470,3,0,2013,1,2,14997
1,469,3,0,2013,1,2,13940
1,468,3,0,2013,1,2,8352
1,467,3,0,2013,1,2,13644
1,466,3,0,2013,1,2,6598
1,465,3,0,2013,1,2,6739
1,464,3,0,2013,1,2,13067
1,463,3,0,2013,1,2,5279
1,462,3,0,2013,1,2,5036
1,461,3,0,2013,1,2,5437
1,460,3,0,2013,1,2,3102
1,459,3,0,2013,1,2,8354
1,458,3,0,2013,1,2,6539
1,457,3,0,2013,1,2,3557
1,456,3,0,2013,1,2,6256
1,455,3,0,2013,1,2,6021
1,454,3,0,2013,1,2,6482
1,453,3,0,2013,1,2,8265
1,452,3,0,2013,1,2,5397
1,451,3,0,2013,1,2,4295
1,450,3,0,2013,1,2,9099
1,449,3,0,2013,1,2,11304
1,448,3,0,2013,1,2,7815
1,447,3,0,2013,1,2,4938
1,446,3,0,2013,1,2,4348
1,445,3,0,2013,1,2,8442
1,444,3,0,2013,1,2,14116
1,443,3,0,2013,1,2,4680
1,442,3,0,2013,1,2,3183
1,441,3,0,2013,1,2,5351
1,440,3,0,2013,1,2,4503
1,439,3,0,2013,1,2,7354
1,438,3,0,2013,1,2,2965
1,437,3,0,2013,1,2,7682
1,436,3,0,2013,1,2,4831
1,435,3,0,2013,1,2,3028
1,434,3,0,2013,1,2,9508
1,433,3,0,2013,1,2,5910
1,432,3,0,2013,1,2,10165
1,431,3,0,2013,1,2,7960
1,430,3,0,2013,1,2,9850
1,429,3,0,2013,1,2,4619
1,428,3,0,2013,1,2,5130
1,427,3,0,2013,1,2,4823
1,426,3,0,2013,1,2,4526
1,425,3,0,2013,1,2,2933
1,424,3,0,2013,1,2,5450
1,423,3,0,2013,1,2,9570
1,422,3,0,2013,1,2,4072
1,421,3,0,2013,1,2,8721
1,420,3,0,2013,1,2,3595
1,419,3,0,2013,1,2,5395
1,418,3,0,2013,1,2,5319
1,417,3,0,2013,1,2,7265
1,416,3,0,2013,1,2,9617
1,415,3,0,2013,1,2,4805
1,414,3,0,2013,1,2,5302
1,413,3,0,2013,1,2,7161
1,412,3,0,2013,1,2,8007
1,411,3,0,2013,1,2,8200
1,410,3,0,2013,1,2,5540
1,409,3,0,2013,1,2,3839
1,408,3,0,2013,1,2,4767
1,407,3,0,2013,1,2,3505
1,406,3,0,2013,1,2,3495
1,405,3,0,2013,1,2,3832
1,404,3,0,2013,1,2,2695
1,403,3,0,2013,1,2,7714
1,402,3,0,2013,1,2,5527
1,401,3,0,2013,1,2,5755
1,400,3,0,2013,1,2,6644
1,399,3,0,2013,1,2,5113
1,398,3,0,2013,1,2,3603
1,397,3,0,2013,1,2,4971
1,396,3,0,2013,1,2,11108
1,395,3,0,2013,1,2,4066
1,394,3,0,2013,1,2,6375
1,393,3,0,2013,1,2,5041
1,392,3,0,2013,1,2,6517
1,391,3,0,2013,1,2,5033
1,390,3,0,2013,1,2,11193
1,389,3,0,2013,1,2,9407
1,388,3,0,2013,1,2,9129
1,387,3,0,2013,1,2,11662
1,386,3,0,2013,1,2,7058
1,385,3,0,2013,1,2,6762
1,384,3,0,2013,1,2,7266
1,383,3,0,2013,1,2,16225
1,382,3,0,2013,1,2,6667
1,381,3,0,2013,1,2,9317
1,380,3,0,2013,1,2,15658
1,379,3,0,2013,1,2,3389
1,378,3,0,2013,1,2,5062
1,377,3,0,2013,1,2,5995
1,376,3,0,2013,1,2,8178
1,375,3,0,2013,1,2,7629
1,374,3,0,2013,1,2,6620
1,373,3,0,2013,1,2,3770
1,372,3,0,2013,1,2,8014
1,371,3,0,2013,1,2,7374
1,370,3,0,2013,1,2,5462
1,369,3,0,2013,1,2,6063
1,368,3,0,2013,1,2,7296
1,367,3,0,2013,1,2,4052
1,366,3,0,2013,1,2,5665
1,365,3,0,2013,1,2,4597
1,364,3,0,2013,1,2,2774
